Hex,Emoji,English Name,Myanmar Name,Keywords
1F3CA-1F3FE-200D-2642-FE0F,🏊🏾‍♂️,man swimming: medium-dark skin tone,,
1F3CA-1F3FF-200D-2642-FE0F,🏊🏿‍♂️,man swimming: dark skin tone,,
1F3CA-200D-2640-FE0F,🏊‍♀️,woman swimming,,
1F3CA-1F3FB-200D-2640-FE0F,🏊🏻‍♀️,woman swimming: light skin tone,,
1F3CA-1F3FC-200D-2640-FE0F,🏊🏼‍♀️,woman swimming: medium-light skin tone,,
1F3CA-1F3FD-200D-2640-FE0F,🏊🏽‍♀️,woman swimming: medium skin tone,,
1F3CA-1F3FE-200D-2640-FE0F,🏊🏾‍♀️,woman swimming: medium-dark skin tone,,
1F3CA-1F3FF-200D-2640-FE0F,🏊🏿‍♀️,woman swimming: dark skin tone,,
26F9-FE0F,⛹️,person bouncing ball,,
26F9-1F3FB,⛹🏻,person bouncing ball: light skin tone,ဘောလုံးပုတ်နေသူ − အသားဖြူရောင်,"ဘောလုံး, ဘောလုံးပုတ်နေသူ, အသားဖြူရောင်"
26F9-1F3FC,⛹🏼,person bouncing ball: medium-light skin tone,ဘောလုံးပုတ်နေသူ − အသားနုရောင်,"ဘောလုံး, ဘောလုံးပုတ်နေသူ, အသားနုရောင်"
26F9-1F3FD,⛹🏽,person bouncing ball: medium skin tone,ဘောလုံးပုတ်နေသူ − အသားလတ်ရောင်,"ဘောလုံး, ဘောလုံးပုတ်နေသူ, အသားလတ်ရောင်"
26F9-1F3FE,⛹🏾,person bouncing ball: medium-dark skin tone,ဘောလုံးပုတ်နေသူ − အသားညိုရောင်,"ဘောလုံး, ဘောလုံးပုတ်နေသူ, အသားညိုရောင်"
26F9-1F3FF,⛹🏿,person bouncing ball: dark skin tone,ဘောလုံးပုတ်နေသူ − အသားမည်းရောင်,"ဘောလုံး, ဘောလုံးပုတ်နေသူ, အသားမည်းရောင်"
26F9-FE0F-200D-2642-FE0F,⛹️‍♂️,man bouncing ball,,
26F9-1F3FB-200D-2642-FE0F,⛹🏻‍♂️,man bouncing ball: light skin tone,,
26F9-1F3FC-200D-2642-FE0F,⛹🏼‍♂️,man bouncing ball: medium-light skin tone,,
26F9-1F3FD-200D-2642-FE0F,⛹🏽‍♂️,man bouncing ball: medium skin tone,,
26F9-1F3FE-200D-2642-FE0F,⛹🏾‍♂️,man bouncing ball: medium-dark skin tone,,
26F9-1F3FF-200D-2642-FE0F,⛹🏿‍♂️,man bouncing ball: dark skin tone,,
26F9-FE0F-200D-2640-FE0F,⛹️‍♀️,woman bouncing ball,,
26F9-1F3FB-200D-2640-FE0F,⛹🏻‍♀️,woman bouncing ball: light skin tone,,
26F9-1F3FC-200D-2640-FE0F,⛹🏼‍♀️,woman bouncing ball: medium-light skin tone,,
26F9-1F3FD-200D-2640-FE0F,⛹🏽‍♀️,woman bouncing ball: medium skin tone,,
26F9-1F3FE-200D-2640-FE0F,⛹🏾‍♀️,woman bouncing ball: medium-dark skin tone,,
26F9-1F3FF-200D-2640-FE0F,⛹🏿‍♀️,woman bouncing ball: dark skin tone,,
1F3CB-FE0F,🏋️,person lifting weights,,
1F3CB-1F3FB,🏋🏻,person lifting weights: light skin tone,အလေးမနေသည့်သူ − အသားဖြူရောင်,"အလေး, အလေးမနေသည့်သူ, အလေးမသူ, အသားဖြူရောင်"
1F3CB-1F3FC,🏋🏼,person lifting weights: medium-light skin tone,အလေးမနေသည့်သူ − အသားနုရောင်,"အလေး, အလေးမနေသည့်သူ, အလေးမသူ, အသားနုရောင်"
1F3CB-1F3FD,🏋🏽,person lifting weights: medium skin tone,အလေးမနေသည့်သူ − အသားလတ်ရောင်,"အလေး, အလေးမနေသည့်သူ, အလေးမသူ, အသားလတ်ရောင်"
1F3CB-1F3FE,🏋🏾,person lifting weights: medium-dark skin tone,အလေးမနေသည့်သူ − အသားညိုရောင်,"အလေး, အလေးမနေသည့်သူ, အလေးမသူ, အသားညိုရောင်"
1F3CB-1F3FF,🏋🏿,person lifting weights: dark skin tone,အလေးမနေသည့်သူ − အသားမည်းရောင်,"အလေး, အလေးမနေသည့်သူ, အလေးမသူ, အသားမည်းရောင်"
1F3CB-FE0F-200D-2642-FE0F,🏋️‍♂️,man lifting weights,,
1F3CB-1F3FB-200D-2642-FE0F,🏋🏻‍♂️,man lifting weights: light skin tone,,
1F3CB-1F3FC-200D-2642-FE0F,🏋🏼‍♂️,man lifting weights: medium-light skin tone,,
1F3CB-1F3FD-200D-2642-FE0F,🏋🏽‍♂️,man lifting weights: medium skin tone,,
1F3CB-1F3FE-200D-2642-FE0F,🏋🏾‍♂️,man lifting weights: medium-dark skin tone,,
1F3CB-1F3FF-200D-2642-FE0F,🏋🏿‍♂️,man lifting weights: dark skin tone,,
1F3CB-FE0F-200D-2640-FE0F,🏋️‍♀️,woman lifting weights,,
1F3CB-1F3FB-200D-2640-FE0F,🏋🏻‍♀️,woman lifting weights: light skin tone,,
1F3CB-1F3FC-200D-2640-FE0F,🏋🏼‍♀️,woman lifting weights: medium-light skin tone,,
1F3CB-1F3FD-200D-2640-FE0F,🏋🏽‍♀️,woman lifting weights: medium skin tone,,
1F3CB-1F3FE-200D-2640-FE0F,🏋🏾‍♀️,woman lifting weights: medium-dark skin tone,,
1F3CB-1F3FF-200D-2640-FE0F,🏋🏿‍♀️,woman lifting weights: dark skin tone,,
1F6B4,🚴,person biking,စက်ဘီးစီးသူ,"စက်ဘီး, စက်ဘီစီးခြင်း, စက်ဘီးစီးသမား, စက်ဘီးစီးသူ"
1F6B4-1F3FB,🚴🏻,person biking: light skin tone,စက်ဘီးစီးသူ − အသားဖြူရောင်,"စက်ဘီး, စက်ဘီစီးခြင်း, စက်ဘီးစီးသမား, စက်ဘီးစီးသူ, အသားဖြူရောင်"
1F6B4-1F3FC,🚴🏼,person biking: medium-light skin tone,စက်ဘီးစီးသူ − အသားနုရောင်,"စက်ဘီး, စက်ဘီစီးခြင်း, စက်ဘီးစီးသမား, စက်ဘီးစီးသူ, အသားနုရောင်"
1F6B4-1F3FD,🚴🏽,person biking: medium skin tone,စက်ဘီးစီးသူ − အသားလတ်ရောင်,"စက်ဘီး, စက်ဘီစီးခြင်း, စက်ဘီးစီးသမား, စက်ဘီးစီးသူ, အသားလတ်ရောင်"
1F6B4-1F3FE,🚴🏾,person biking: medium-dark skin tone,စက်ဘီးစီးသူ − အသားညိုရောင်,"စက်ဘီး, စက်ဘီစီးခြင်း, စက်ဘီးစီးသမား, စက်ဘီးစီးသူ, အသားညိုရောင်"
1F6B4-1F3FF,🚴🏿,person biking: dark skin tone,စက်ဘီးစီးသူ − အသားမည်းရောင်,"စက်ဘီး, စက်ဘီစီးခြင်း, စက်ဘီးစီးသမား, စက်ဘီးစီးသူ, အသားမည်းရောင်"
1F6B4-200D-2642-FE0F,🚴‍♂️,man biking,,
1F6B4-1F3FB-200D-2642-FE0F,🚴🏻‍♂️,man biking: light skin tone,,
1F6B4-1F3FC-200D-2642-FE0F,🚴🏼‍♂️,man biking: medium-light skin tone,,
1F6B4-1F3FD-200D-2642-FE0F,🚴🏽‍♂️,man biking: medium skin tone,,
1F6B4-1F3FE-200D-2642-FE0F,🚴🏾‍♂️,man biking: medium-dark skin tone,,
1F6B4-1F3FF-200D-2642-FE0F,🚴🏿‍♂️,man biking: dark skin tone,,
1F6B4-200D-2640-FE0F,🚴‍♀️,woman biking,,
1F6B4-1F3FB-200D-2640-FE0F,🚴🏻‍♀️,woman biking: light skin tone,,
1F6B4-1F3FC-200D-2640-FE0F,🚴🏼‍♀️,woman biking: medium-light skin tone,,
1F6B4-1F3FD-200D-2640-FE0F,🚴🏽‍♀️,woman biking: medium skin tone,,
1F6B4-1F3FE-200D-2640-FE0F,🚴🏾‍♀️,woman biking: medium-dark skin tone,,
1F6B4-1F3FF-200D-2640-FE0F,🚴🏿‍♀️,woman biking: dark skin tone,,
1F6B5,🚵,person mountain biking,တောင်ပေါ် စက်ဘီးစီးသူ,"စက်ဘီး, စက်ဘီးစီးသမား, တောင်, တောင်တက်စက်ဘီး စီးသူ, တောင်ပေါ် စက်ဘီးစီးသူ"
1F6B5-1F3FB,🚵🏻,person mountain biking: light skin tone,တောင်ပေါ် စက်ဘီးစီးသူ − အသားဖြူရောင်,"စက်ဘီး, စက်ဘီးစီးသမား, တောင်, တောင်တက်စက်ဘီး စီးသူ, တောင်ပေါ် စက်ဘီးစီးသူ, အသားဖြူရောင်"
1F6B5-1F3FC,🚵🏼,person mountain biking: medium-light skin tone,တောင်ပေါ် စက်ဘီးစီးသူ − အသားနုရောင်,"စက်ဘီး, စက်ဘီးစီးသမား, တောင်, တောင်တက်စက်ဘီး စီးသူ, တောင်ပေါ် စက်ဘီးစီးသူ, အသားနုရောင်"
1F6B5-1F3FD,🚵🏽,person mountain biking: medium skin tone,တောင်ပေါ် စက်ဘီးစီးသူ − အသားလတ်ရောင်,"စက်ဘီး, စက်ဘီးစီးသမား, တောင်, တောင်တက်စက်ဘီး စီးသူ, တောင်ပေါ် စက်ဘီးစီးသူ, အသားလတ်ရောင်"
1F6B5-1F3FE,🚵🏾,person mountain biking: medium-dark skin tone,တောင်ပေါ် စက်ဘီးစီးသူ − အသားညိုရောင်,"စက်ဘီး, စက်ဘီးစီးသမား, တောင်, တောင်တက်စက်ဘီး စီးသူ, တောင်ပေါ် စက်ဘီးစီးသူ, အသားညိုရောင်"
1F6B5-1F3FF,🚵🏿,person mountain biking: dark skin tone,တောင်ပေါ် စက်ဘီးစီးသူ − အသားမည်းရောင်,"စက်ဘီး, စက်ဘီးစီးသမား, တောင်, တောင်တက်စက်ဘီး စီးသူ, တောင်ပေါ် စက်ဘီးစီးသူ, အသားမည်းရောင်"
1F6B5-200D-2642-FE0F,🚵‍♂️,man mountain biking,,
1F6B5-1F3FB-200D-2642-FE0F,🚵🏻‍♂️,man mountain biking: light skin tone,,
1F6B5-1F3FC-200D-2642-FE0F,🚵🏼‍♂️,man mountain biking: medium-light skin tone,,
1F6B5-1F3FD-200D-2642-FE0F,🚵🏽‍♂️,man mountain biking: medium skin tone,,
1F6B5-1F3FE-200D-2642-FE0F,🚵🏾‍♂️,man mountain biking: medium-dark skin tone,,
1F6B5-1F3FF-200D-2642-FE0F,🚵🏿‍♂️,man mountain biking: dark skin tone,,
1F6B5-200D-2640-FE0F,🚵‍♀️,woman mountain biking,,
1F6B5-1F3FB-200D-2640-FE0F,🚵🏻‍♀️,woman mountain biking: light skin tone,,
1F6B5-1F3FC-200D-2640-FE0F,🚵🏼‍♀️,woman mountain biking: medium-light skin tone,,
1F6B5-1F3FD-200D-2640-FE0F,🚵🏽‍♀️,woman mountain biking: medium skin tone,,
1F6B5-1F3FE-200D-2640-FE0F,🚵🏾‍♀️,woman mountain biking: medium-dark skin tone,,
1F6B5-1F3FF-200D-2640-FE0F,🚵🏿‍♀️,woman mountain biking: dark skin tone,,
1F938,🤸,person cartwheeling,ဘေးတိုက်ကျွမ်းထိုးခြင်း,"ကျွမ်းဘား, ဘေးတိုက်ကျွမ်းထိုးခြင်း, လူပုဂ္ဂိုလ်, အားကစား"
1F938-1F3FB,🤸🏻,person cartwheeling: light skin tone,ဘေးတိုက်ကျွမ်းထိုးခြင်း − အသားဖြူရောင်,"ကျွမ်းဘား, ဘေးတိုက်ကျွမ်းထိုးခြင်း, လူပုဂ္ဂိုလ်, အသားဖြူရောင်, အားကစား"
1F938-1F3FC,🤸🏼,person cartwheeling: medium-light skin tone,ဘေးတိုက်ကျွမ်းထိုးခြင်း − အသားနုရောင်,"ကျွမ်းဘား, ဘေးတိုက်ကျွမ်းထိုးခြင်း, လူပုဂ္ဂိုလ်, အသားနုရောင်, အားကစား"
1F938-1F3FD,🤸🏽,person cartwheeling: medium skin tone,ဘေးတိုက်ကျွမ်းထိုးခြင်း − အသားလတ်ရောင်,"ကျွမ်းဘား, ဘေးတိုက်ကျွမ်းထိုးခြင်း, လူပုဂ္ဂိုလ်, အသားလတ်ရောင်, အားကစား"
1F938-1F3FE,🤸🏾,person cartwheeling: medium-dark skin tone,ဘေးတိုက်ကျွမ်းထိုးခြင်း − အသားညိုရောင်,"ကျွမ်းဘား, ဘေးတိုက်ကျွမ်းထိုးခြင်း, လူပုဂ္ဂိုလ်, အသားညိုရောင်, အားကစား"
1F938-1F3FF,🤸🏿,person cartwheeling: dark skin tone,ဘေးတိုက်ကျွမ်းထိုးခြင်း − အသားမည်းရောင်,"ကျွမ်းဘား, ဘေးတိုက်ကျွမ်းထိုးခြင်း, လူပုဂ္ဂိုလ်, အသားမည်းရောင်, အားကစား"
1F938-200D-2642-FE0F,🤸‍♂️,man cartwheeling,,
1F938-1F3FB-200D-2642-FE0F,🤸🏻‍♂️,man cartwheeling: light skin tone,,
1F938-1F3FC-200D-2642-FE0F,🤸🏼‍♂️,man cartwheeling: medium-light skin tone,,
1F938-1F3FD-200D-2642-FE0F,🤸🏽‍♂️,man cartwheeling: medium skin tone,,
1F938-1F3FE-200D-2642-FE0F,🤸🏾‍♂️,man cartwheeling: medium-dark skin tone,,
1F938-1F3FF-200D-2642-FE0F,🤸🏿‍♂️,man cartwheeling: dark skin tone,,
1F938-200D-2640-FE0F,🤸‍♀️,woman cartwheeling,,
1F938-1F3FB-200D-2640-FE0F,🤸🏻‍♀️,woman cartwheeling: light skin tone,,
1F938-1F3FC-200D-2640-FE0F,🤸🏼‍♀️,woman cartwheeling: medium-light skin tone,,
1F938-1F3FD-200D-2640-FE0F,🤸🏽‍♀️,woman cartwheeling: medium skin tone,,
1F938-1F3FE-200D-2640-FE0F,🤸🏾‍♀️,woman cartwheeling: medium-dark skin tone,,
1F938-1F3FF-200D-2640-FE0F,🤸🏿‍♀️,woman cartwheeling: dark skin tone,,
1F93C,🤼,people wrestling,နပန်းသမား,"နပန်းလုံး, နပန်းသမား, လူပုဂ္ဂိုလ်, အားကစား"
1F93C-200D-2642-FE0F,🤼‍♂️,men wrestling,,
1F93C-200D-2640-FE0F,🤼‍♀️,women wrestling,,
1F93D,🤽,person playing water polo,ဝါတာပိုလို,"ပိုလို, ရေ, လူပုဂ္ဂိုလ်, ဝါတာပိုလို, အားကစား"
1F93D-1F3FB,🤽🏻,person playing water polo: light skin tone,ဝါတာပိုလို − အသားဖြူရောင်,"ပိုလို, ရေ, လူပုဂ္ဂိုလ်, ဝါတာပိုလို, အသားဖြူရောင်, အားကစား"
1F93D-1F3FC,🤽🏼,person playing water polo: medium-light skin tone,ဝါတာပိုလို − အသားနုရောင်,"ပိုလို, ရေ, လူပုဂ္ဂိုလ်, ဝါတာပိုလို, အသားနုရောင်, အားကစား"
1F93D-1F3FD,🤽🏽,person playing water polo: medium skin tone,ဝါတာပိုလို − အသားလတ်ရောင်,"ပိုလို, ရေ, လူပုဂ္ဂိုလ်, ဝါတာပိုလို, အသားလတ်ရောင်, အားကစား"
1F93D-1F3FE,🤽🏾,person playing water polo: medium-dark skin tone,ဝါတာပိုလို − အသားညိုရောင်,"ပိုလို, ရေ, လူပုဂ္ဂိုလ်, ဝါတာပိုလို, အသားညိုရောင်, အားကစား"
1F93D-1F3FF,🤽🏿,person playing water polo: dark skin tone,ဝါတာပိုလို − အသားမည်းရောင်,"ပိုလို, ရေ, လူပုဂ္ဂိုလ်, ဝါတာပိုလို, အသားမည်းရောင်, အားကစား"
1F93D-200D-2642-FE0F,🤽‍♂️,man playing water polo,,
1F93D-1F3FB-200D-2642-FE0F,🤽🏻‍♂️,man playing water polo: light skin tone,,
1F93D-1F3FC-200D-2642-FE0F,🤽🏼‍♂️,man playing water polo: medium-light skin tone,,
1F93D-1F3FD-200D-2642-FE0F,🤽🏽‍♂️,man playing water polo: medium skin tone,,
1F93D-1F3FE-200D-2642-FE0F,🤽🏾‍♂️,man playing water polo: medium-dark skin tone,,
1F93D-1F3FF-200D-2642-FE0F,🤽🏿‍♂️,man playing water polo: dark skin tone,,
1F93D-200D-2640-FE0F,🤽‍♀️,woman playing water polo,,
1F93D-1F3FB-200D-2640-FE0F,🤽🏻‍♀️,woman playing water polo: light skin tone,,
1F93D-1F3FC-200D-2640-FE0F,🤽🏼‍♀️,woman playing water polo: medium-light skin tone,,
1F93D-1F3FD-200D-2640-FE0F,🤽🏽‍♀️,woman playing water polo: medium skin tone,,
1F93D-1F3FE-200D-2640-FE0F,🤽🏾‍♀️,woman playing water polo: medium-dark skin tone,,
1F93D-1F3FF-200D-2640-FE0F,🤽🏿‍♀️,woman playing water polo: dark skin tone,,
1F93E,🤾,person playing handball,လက်ပစ်ဘော,"ဘောလုံး, လက်ပစ်ဘော, လူပုဂ္ဂိုလ်, အားကစား"
1F93E-1F3FB,🤾🏻,person playing handball: light skin tone,လက်ပစ်ဘော − အသားဖြူရောင်,"ဘောလုံး, လက်ပစ်ဘော, လူပုဂ္ဂိုလ်, အသားဖြူရောင်, အားကစား"
1F93E-1F3FC,🤾🏼,person playing handball: medium-light skin tone,လက်ပစ်ဘော − အသားနုရောင်,"ဘောလုံး, လက်ပစ်ဘော, လူပုဂ္ဂိုလ်, အသားနုရောင်, အားကစား"
1F93E-1F3FD,🤾🏽,person playing handball: medium skin tone,လက်ပစ်ဘော − အသားလတ်ရောင်,"ဘောလုံး, လက်ပစ်ဘော, လူပုဂ္ဂိုလ်, အသားလတ်ရောင်, အားကစား"
1F93E-1F3FE,🤾🏾,person playing handball: medium-dark skin tone,လက်ပစ်ဘော − အသားညိုရောင်,"ဘောလုံး, လက်ပစ်ဘော, လူပုဂ္ဂိုလ်, အသားညိုရောင်, အားကစား"
1F93E-1F3FF,🤾🏿,person playing handball: dark skin tone,လက်ပစ်ဘော − အသားမည်းရောင်,"ဘောလုံး, လက်ပစ်ဘော, လူပုဂ္ဂိုလ်, အသားမည်းရောင်, အားကစား"
1F93E-200D-2642-FE0F,🤾‍♂️,man playing handball,,
1F93E-1F3FB-200D-2642-FE0F,🤾🏻‍♂️,man playing handball: light skin tone,,
1F93E-1F3FC-200D-2642-FE0F,🤾🏼‍♂️,man playing handball: medium-light skin tone,,
1F93E-1F3FD-200D-2642-FE0F,🤾🏽‍♂️,man playing handball: medium skin tone,,
1F93E-1F3FE-200D-2642-FE0F,🤾🏾‍♂️,man playing handball: medium-dark skin tone,,
1F93E-1F3FF-200D-2642-FE0F,🤾🏿‍♂️,man playing handball: dark skin tone,,
1F93E-200D-2640-FE0F,🤾‍♀️,woman playing handball,,
1F93E-1F3FB-200D-2640-FE0F,🤾🏻‍♀️,woman playing handball: light skin tone,,
1F93E-1F3FC-200D-2640-FE0F,🤾🏼‍♀️,woman playing handball: medium-light skin tone,,
1F93E-1F3FD-200D-2640-FE0F,🤾🏽‍♀️,woman playing handball: medium skin tone,,
1F93E-1F3FE-200D-2640-FE0F,🤾🏾‍♀️,woman playing handball: medium-dark skin tone,,
1F93E-1F3FF-200D-2640-FE0F,🤾🏿‍♀️,woman playing handball: dark skin tone,,
1F939,🤹,person juggling,ရွဲကစားလက်လှည့်အစွမ်းပြ,"ကျွမ်းကျင်မှု, ချိန်ညီခြင်း, ရွဲကစားလက်လှည့်, ရွဲကစားလက်လှည့်အစွမ်းပြ, အလုပ်မျိုးစုံ"
1F939-1F3FB,🤹🏻,person juggling: light skin tone,ရွဲကစားလက်လှည့်အစွမ်းပြ − အသားဖြူရောင်,"ကျွမ်းကျင်မှု, ချိန်ညီခြင်း, ရွဲကစားလက်လှည့်, ရွဲကစားလက်လှည့်အစွမ်းပြ, အလုပ်မျိုးစုံ, အသားဖြူရောင်"
1F939-1F3FC,🤹🏼,person juggling: medium-light skin tone,ရွဲကစားလက်လှည့်အစွမ်းပြ − အသားနုရောင်,"ကျွမ်းကျင်မှု, ချိန်ညီခြင်း, ရွဲကစားလက်လှည့်, ရွဲကစားလက်လှည့်အစွမ်းပြ, အလုပ်မျိုးစုံ, အသားနုရောင်"
1F939-1F3FD,🤹🏽,person juggling: medium skin tone,ရွဲကစားလက်လှည့်အစွမ်းပြ − အသားလတ်ရောင်,"ကျွမ်းကျင်မှု, ချိန်ညီခြင်း, ရွဲကစားလက်လှည့်, ရွဲကစားလက်လှည့်အစွမ်းပြ, အလုပ်မျိုးစုံ, အသားလတ်ရောင်"
1F939-1F3FE,🤹🏾,person juggling: medium-dark skin tone,ရွဲကစားလက်လှည့်အစွမ်းပြ − အသားညိုရောင်,"ကျွမ်းကျင်မှု, ချိန်ညီခြင်း, ရွဲကစားလက်လှည့်, ရွဲကစားလက်လှည့်အစွမ်းပြ, အလုပ်မျိုးစုံ, အသားညိုရောင်"
1F939-1F3FF,🤹🏿,person juggling: dark skin tone,ရွဲကစားလက်လှည့်အစွမ်းပြ − အသားမည်းရောင်,"ကျွမ်းကျင်မှု, ချိန်ညီခြင်း, ရွဲကစားလက်လှည့်, ရွဲကစားလက်လှည့်အစွမ်းပြ, အလုပ်မျိုးစုံ, အသားမည်းရောင်"
1F939-200D-2642-FE0F,🤹‍♂️,man juggling,,
1F939-1F3FB-200D-2642-FE0F,🤹🏻‍♂️,man juggling: light skin tone,,
1F939-1F3FC-200D-2642-FE0F,🤹🏼‍♂️,man juggling: medium-light skin tone,,
1F939-1F3FD-200D-2642-FE0F,🤹🏽‍♂️,man juggling: medium skin tone,,
1F939-1F3FE-200D-2642-FE0F,🤹🏾‍♂️,man juggling: medium-dark skin tone,,
1F939-1F3FF-200D-2642-FE0F,🤹🏿‍♂️,man juggling: dark skin tone,,
1F939-200D-2640-FE0F,🤹‍♀️,woman juggling,,
1F939-1F3FB-200D-2640-FE0F,🤹🏻‍♀️,woman juggling: light skin tone,,
1F939-1F3FC-200D-2640-FE0F,🤹🏼‍♀️,woman juggling: medium-light skin tone,,
1F939-1F3FD-200D-2640-FE0F,🤹🏽‍♀️,woman juggling: medium skin tone,,
1F939-1F3FE-200D-2640-FE0F,🤹🏾‍♀️,woman juggling: medium-dark skin tone,,
1F939-1F3FF-200D-2640-FE0F,🤹🏿‍♀️,woman juggling: dark skin tone,,
1F9D8,🧘,person in lotus position,တင်ပျဥ်ခွေထိုင်သူ,"တင်ပျဥ်ခွေထိုင်သူ, တရားထိုင်ခြင်း, ယောဂ"
1F9D8-1F3FB,🧘🏻,person in lotus position: light skin tone,တင်ပျဥ်ခွေထိုင်သူ − အသားဖြူရောင်,"တင်ပျဥ်ခွေထိုင်သူ, တရားထိုင်ခြင်း, ယောဂ, အသားဖြူရောင်"
1F9D8-1F3FC,🧘🏼,person in lotus position: medium-light skin tone,တင်ပျဥ်ခွေထိုင်သူ − အသားနုရောင်,"တင်ပျဥ်ခွေထိုင်သူ, တရားထိုင်ခြင်း, ယောဂ, အသားနုရောင်"
1F9D8-1F3FD,🧘🏽,person in lotus position: medium skin tone,တင်ပျဥ်ခွေထိုင်သူ − အသားလတ်ရောင်,"တင်ပျဥ်ခွေထိုင်သူ, တရားထိုင်ခြင်း, ယောဂ, အသားလတ်ရောင်"
1F9D8-1F3FE,🧘🏾,person in lotus position: medium-dark skin tone,တင်ပျဥ်ခွေထိုင်သူ − အသားညိုရောင်,"တင်ပျဥ်ခွေထိုင်သူ, တရားထိုင်ခြင်း, ယောဂ, အသားညိုရောင်"
1F9D8-1F3FF,🧘🏿,person in lotus position: dark skin tone,တင်ပျဥ်ခွေထိုင်သူ − အသားမည်းရောင်,"တင်ပျဥ်ခွေထိုင်သူ, တရားထိုင်ခြင်း, ယောဂ, အသားမည်းရောင်"
1F9D8-200D-2642-FE0F,🧘‍♂️,man in lotus position,,
1F9D8-1F3FB-200D-2642-FE0F,🧘🏻‍♂️,man in lotus position: light skin tone,,
1F9D8-1F3FC-200D-2642-FE0F,🧘🏼‍♂️,man in lotus position: medium-light skin tone,,
1F9D8-1F3FD-200D-2642-FE0F,🧘🏽‍♂️,man in lotus position: medium skin tone,,
1F9D8-1F3FE-200D-2642-FE0F,🧘🏾‍♂️,man in lotus position: medium-dark skin tone,,
1F9D8-1F3FF-200D-2642-FE0F,🧘🏿‍♂️,man in lotus position: dark skin tone,,
1F9D8-200D-2640-FE0F,🧘‍♀️,woman in lotus position,,
1F9D8-1F3FB-200D-2640-FE0F,🧘🏻‍♀️,woman in lotus position: light skin tone,,
1F9D8-1F3FC-200D-2640-FE0F,🧘🏼‍♀️,woman in lotus position: medium-light skin tone,,
1F9D8-1F3FD-200D-2640-FE0F,🧘🏽‍♀️,woman in lotus position: medium skin tone,,
1F9D8-1F3FE-200D-2640-FE0F,🧘🏾‍♀️,woman in lotus position: medium-dark skin tone,,
1F9D8-1F3FF-200D-2640-FE0F,🧘🏿‍♀️,woman in lotus position: dark skin tone,,
1F6C0,🛀,person taking bath,ရေချိုးကန်တွင် ရေချိုးနေသူ,"ရေချိုးကန်, ရေချိုးကန်တွင် ရေချိုးနေသူ, ရေချိုးခြင်း"
1F6C0-1F3FB,🛀🏻,person taking bath: light skin tone,ရေချိုးကန်တွင် ရေချိုးနေသူ − အသားဖြူရောင်,"ရေချိုးကန်, ရေချိုးကန်တွင် ရေချိုးနေသူ, ရေချိုးခြင်း, အသားဖြူရောင်"
1F6C0-1F3FC,🛀🏼,person taking bath: medium-light skin tone,ရေချိုးကန်တွင် ရေချိုးနေသူ − အသားနုရောင်,"ရေချိုးကန်, ရေချိုးကန်တွင် ရေချိုးနေသူ, ရေချိုးခြင်း, အသားနုရောင်"
1F6C0-1F3FD,🛀🏽,person taking bath: medium skin tone,ရေချိုးကန်တွင် ရေချိုးနေသူ − အသားလတ်ရောင်,"ရေချိုးကန်, ရေချိုးကန်တွင် ရေချိုးနေသူ, ရေချိုးခြင်း, အသားလတ်ရောင်"
1F6C0-1F3FE,🛀🏾,person taking bath: medium-dark skin tone,ရေချိုးကန်တွင် ရေချိုးနေသူ − အသားညိုရောင်,"ရေချိုးကန်, ရေချိုးကန်တွင် ရေချိုးနေသူ, ရေချိုးခြင်း, အသားညိုရောင်"
1F6C0-1F3FF,🛀🏿,person taking bath: dark skin tone,ရေချိုးကန်တွင် ရေချိုးနေသူ − အသားမည်းရောင်,"ရေချိုးကန်, ရေချိုးကန်တွင် ရေချိုးနေသူ, ရေချိုးခြင်း, အသားမည်းရောင်"
1F6CC,🛌,person in bed,ခုတင်ပေါ်က လူ,"ခုတင်ပေါ် အိပ်နေသူ, ခုတင်ပေါ်က လူ, ဟိုတယ်, အိပ်စက်ခြင်း"
1F6CC-1F3FB,🛌🏻,person in bed: light skin tone,ခုတင်ပေါ်က လူ − အသားဖြူရောင်,"ခုတင်ပေါ် အိပ်နေသူ, ခုတင်ပေါ်က လူ, ဟိုတယ်, အသားဖြူရောင်, အိပ်စက်ခြင်း"
1F6CC-1F3FC,🛌🏼,person in bed: medium-light skin tone,ခုတင်ပေါ်က လူ − အသားနုရောင်,"ခုတင်ပေါ် အိပ်နေသူ, ခုတင်ပေါ်က လူ, ဟိုတယ်, အသားနုရောင်, အိပ်စက်ခြင်း"
1F6CC-1F3FD,🛌🏽,person in bed: medium skin tone,ခုတင်ပေါ်က လူ − အသားလတ်ရောင်,"ခုတင်ပေါ် အိပ်နေသူ, ခုတင်ပေါ်က လူ, ဟိုတယ်, အသားလတ်ရောင်, အိပ်စက်ခြင်း"
1F6CC-1F3FE,🛌🏾,person in bed: medium-dark skin tone,ခုတင်ပေါ်က လူ − အသားညိုရောင်,"ခုတင်ပေါ် အိပ်နေသူ, ခုတင်ပေါ်က လူ, ဟိုတယ်, အသားညိုရောင်, အိပ်စက်ခြင်း"
1F6CC-1F3FF,🛌🏿,person in bed: dark skin tone,ခုတင်ပေါ်က လူ − အသားမည်းရောင်,"ခုတင်ပေါ် အိပ်နေသူ, ခုတင်ပေါ်က လူ, ဟိုတယ်, အသားမည်းရောင်, အိပ်စက်ခြင်း"
