Hex,Emoji,English Name,Extra keywords
1F3CE-FE0F,🏎️,racing car,"ပြိုင်ကား, ကားမောင်း, အမြန်မောင်း, ဒရစ်ဆွဲ, ကားပြိုင်ပွဲ, F1, အက်ဖ်ဝမ်း, အမြန်နှုန်း, မော်တော်ကား, ပြိုင်ပွဲဝင်ကား, မောင်းနှင်သူ, အားကစားကား"
1F3CD-FE0F,🏍️,motorcycle,"ဆိုင်ကယ်, မော်တော်ဆိုင်ကယ်, စက်ဘီး, အီးဘိုက်, လျှပ်စစ်ဆိုင်ကယ်, ဘီး, ယာဉ်, မော်တော်ယာဉ်, စက်တပ်ဆင်ထားသောဘီး, ဆိုင်ကယ်တက္ကစီ"
1F6F5,🛵,motor scooter,"ဆိုင်ကယ်, မော်တော်ဆိုင်ကယ်, စကူတာ, ဘီး, နှစ်ဘီးတပ်ယာဉ်, စက်ဘီး, လျှပ်စစ်စကူတာ, ယာဉ်, သယ်ယူပို့ဆောင်ရေး, လမ်းဘေးတွဲဆိုင်ကယ်"
1F9BD,🦽,manual wheelchair,"လက်တွန်းဝှီးချဲ, ဘီးတပ်ကုလားထိုင်, ကိုယ်အင်္ဂါမသန်စွမ်းသူသုံး ကုလားထိုင်, ဝှီးချဲ, မသန်စွမ်း, သွားလာရေးအထောက်အကူပြုပစ္စည်း, ဘီးတပ်ခုံ, လက်တွန်းလှည်း, မသန်စွမ်းအထောက်အကူပြု, ဆေးရုံသုံးပစ္စည်း"
1F9BC,🦼,motorized wheelchair,"မော်တော်တပ်ဆင်ထားသော ဝှီးချဲလ်, လျှပ်စစ်ဝှီးချဲလ်, ဘက်ထရီဝှီးချဲလ်, အလိုအလျောက်ဘီးတပ်ကုလားထိုင်, မသန်စွမ်းသုံး လျှပ်စစ်ယာဉ်, အကူအညီပေးရေးပစ္စည်းများ, ဘီးတပ်ကုလားထိုင်, မသန်စွမ်းသူသုံးပစ္စည်းများ, လမ်းလျှောက်အထောက်အကူပြုပစ္စည်း, လူနာတင်တွန်းလှည်း"
1F6FA,🛺,auto rickshaw,"အော်တိုရစ်ရှော, သုံးဘီး, သုံးဘီးဆိုင်ကယ်, တုတ်တုတ်, ဘာဂျာဂျီ, ဆိုက်ကား, ထုံးဘီး, အငှားယာဉ်, သုံးဘီးတက္ကစီ, တာလာပတ်သုံးဘီး"
1F6B2,🚲,bicycle,"စက်ဘီး, ဘီး, ခြေနင်းစက်ဘီး, အသွားအလာ, သယ်ယူပို့ဆောင်ရေး, စက်ဘီးရစ်ရှော်, ဆိုက်ကား, စက်ဘီးစီးခြင်း, ယာဉ်, လမ်းပန်းဆက်သွယ်ရေး"
1F6F4,🛴,kick scooter,"ကစ်စကူတာ, ခြေနင်းစကူတာ, လျှပ်စစ်စကူတာ, အီးဘိုက်, စကူတာစီး, ဘီးနှစ်ဘီးတပ်စကူတာ, ကစားစရာစကူတာ, တွန်းစီးစကူတာ, မြို့တွင်းစီးစကူတာ, လမ်းလျှောက်စကူတာ"
1F6F9,🛹,skateboard,"စကိတ်ဘုတ်, စကိတ်စီး, လမ်းဘေးအားကစား, အမိုက်စား, လျှောစီး, စကိတ်စီးဖိနပ်, လျှောစီးဘုတ်, လမ်းဘေးကစားနည်း, စကိတ်ကွင်း, အားကစားပစ္စည်းကိရိယာ"
1F6FC,🛼,roller skate,"ဒလိမ့်ဖိနပ်, စကိတ်စီး, ရိုလာစကိတ်, အရှိန်ပြင်းပြင်းစီး, ကစားခုန်စား, ဘီးတပ်ဖိနပ်, အားကစား, ကိုယ်လက်လှုပ်ရှားမှု, အပန်းဖြေခြင်း, လမ်းလျှောက်ခြင်း"
1F68F,🚏,bus stop,"မှတ်တိုင်, ဘတ်စ်ကားမှတ်တိုင်, ဘတ်စ်ကားဂိတ်, ကားဂိတ်, ကားမှတ်တိုင်, ဘတ်စ်ကားရပ်နားရာ, ဘတ်စ်ကားလိုင်း, ခရီးသည်, လမ်းကြောင်း, ကားခ"
1F6E3-FE0F,🛣️,motorway,"အဝေးပြေးလမ်း, အမြန်လမ်း, လမ်းမကြီး, မော်တော်ပွဲလမ်း, ခရီးသွား, လမ်းမ၊ လမ်းညွှန်၊ ယာဉ်ကြော၊ အမြန်လမ်းမကြီး၊ ခရီးစဉ်"
1F6E4-FE0F,🛤️,railway track,"မီးရထားသံလမ်း, ရထားလမ်း, သံလမ်း, မြန်မာ့မီးရထား, ခရီးသွား, ရထားဘူတာ, ရထားတွဲ, ပို့ဆောင်ရေး, သံလမ်းကူး, စက်ခေါင်း"
1F6E2-FE0F,🛢️,oil drum,"ဆီပေပါ, ပေပါပုံး, သံပုံး, အုတ်ခဲတိုင်, ဆီဒရမ်, စည်ပိုင်း, သံပုံးခွံ, ဆီပုံး, ပေပါ, ရေနံစည်ပိုင်း"
26FD,⛽,fuel pump,"ဓာတ်ဆီဆိုင်, စက်သုံးဆီဆိုင်, ဆီဆိုင်, ဆီဘောက်ဆာ, ဓာတ်ဆီ, ဒီဇယ်, အော့တိန်း, ပရီမီယံ, ဆီပန့်, ဆီဖြည့်ရန်"
1F6DE,🛞,wheel,"ဘီး, ဒေါက်, အဝိုင်း, သွားလာရေး, ယဉ်ကျေးမှု, စက်ဝိုင်း, လည်ပတ်ခြင်း, ဝင်ရိုး, ယာဉ်, အစိတ်အပိုင်း"
1F6A8,🚨,police car light,"ရဲမီး, အရေးပေါ်မီး, ဝဲလည်မီး, ဆာရင်သံ, ရဲကားမီး, အချက်ပေးမီး, ဘေးအန္တရာယ်, သတိပေးချက်, လုံခြုံရေး, ဥဩဆွဲသံ"
1F6A5,🚥,horizontal traffic light,"မီးပွိုင့်, လမ်းညွှန်မီး, အလျားလိုက်မီးပွိုင့်, လမ်းဘေးမီးပွိုင့်, ယာဉ်ထိန်းမီး, ယာဉ်ထိန်းအချက်ပြမီး, အနီရောင်မီး, အဝါရောင်မီး, အစိမ်းရောင်မီး, လမ်းသွားလမ်းလာအချက်ပြမီး"
1F6A6,🚦,vertical traffic light,"မီးပွိုင့်, လမ်းဆုံမီးပွိုင့်, အနီအဝါအစိမ်း, ယာဉ်ထိန်းမီး, မီးနီ, မီးပွိုင့်အချက်ပြ, လမ်းညွှန်မီး, ယာဉ်သွားလာမှုထိန်းချုပ်ခြင်း, မီးပွိုင့်တိုင်, လမ်းဆုံလမ်းခွမီးသီး"
1F6D1,🛑,stop sign,"ရပ်, ရပ်တန့်, လမ်းညွှန်အမှတ်အသား, တားမြစ်ချက်, မီးပွိုင့်, ယာဉ်စည်းကမ်း, အချက်ပြဆိုင်းဘုတ်, သတိပေးချက်, လမ်းအမှတ်အသား, ယာဉ်အန္တရာယ်ကင်းရှင်းရေး"
1F6A7,🚧,construction,"ဆောက်လုပ်ရေး, လမ်းပြင်နေသည်, အလုပ်လုပ်နေသည်, သတိပြုရန်, ပြင်ဆင်နေသည်, တည်ဆောက်ရေးလုပ်ငန်း, လမ်းပြုပြင်ခြင်း, အန္တရာယ်ရှိသည်, တည်ဆောက်သူ, အဆောက်အဦး"
2693,⚓,anchor,"ကျောက်ဆူး, သင်္ဘောကျောက်ဆူး, ဆိုက်ကပ်, ခိုင်မြဲ, တည်ငြိမ်, ခိုင်မာမှု, တည်မြဲခြင်း, အားကိုးရာ, ဆိပ်ကပ်သည်, ရပ်နားသည်"
1F6DF,🛟,ring buoy,"အသက်ကယ်ကွင်း, ရေကူးကွင်း, အသက်ကယ်ဘောကွင်း, အရေးပေါ်အသက်ကယ်ကွင်း, ရေနစ်ကယ်ဆယ်ရေးကွင်း, ဘောကွင်း, ရေကူးအကူအညီ, သင်္ဘောအသက်ကယ်ကွင်း, လုံခြုံရေးကွင်း, ရေပြင်အသက်ကယ်ကိရိယာ"
26F5,⛵,sailboat,"ရွက်လှေ, ရှပ်ပြေးလှေ, အပျော်စီးလှေ, လှေအငယ်စား, လှေစီး, လှေ, သင်္ဘော, ရွက်လှေစီးခြင်း, ရွက်လွှင့်ခြင်း, ရေယာဉ်"
1F6F6,🛶,canoe,"ကနူးလှေ, လှေအသေး, လှေလှော်, တကိုယ်တော်လှေ, ဒုံးလှေ, လောင်းလှေ, လှေငယ်, လှေကလေး, လှေအရှည်, လုံးထွင်းလှေ"
1F6A4,🚤,speedboat,"စပိဘုတ်, အမြန်ရေယာဉ်, မော်တော်ဘုတ်, စက်လှေ, အမြန်မော်တော်ဘုတ်, အမြန်လှေ, ရေယာဉ်, စက်တပ်လှေ, ခရီးသည်တင်လှေ, အပျော်စီးလှေ"
1F6F3-FE0F,🛳️,passenger ship,"ခရီးသည်တင်သင်္ဘော, သင်္ဘောကြီး, ပင်လယ်ကူးသင်္ဘော, အပျော်စီးသင်္ဘော, သင်္ဘောစီး, သင်္ဘောဆိပ်, ရေကြောင်းခရီး, ပင်လယ်ရေကြောင်း, ကူးတို့သင်္ဘော, ရေယာဉ်မှူး"
26F4-FE0F,⛴️,ferry,"သင်္ဘော, ကူးတို့သင်္ဘော, မော်တော်ဘုတ်, ရေကြောင်းခရီး, အပျော်စီးသင်္ဘော, ရေယာဉ်, ကူးတို့လှေ, ဆိပ်ကမ်း, ခရီးသည်တင်သင်္ဘော, လိုင်းသင်္ဘော"
1F6E5-FE0F,🛥️,motor boat,"မော်တော်ဘုတ်, စက်လှေ, အမြန်ရေယာဉ်, အမြန်လှေ, ကိုယ်ပိုင်စက်လှေ, လှေ, မော်တော်, စက်တပ်လှေ, ရေယာဉ်, ရေကြောင်းပို့ဆောင်ရေး"
1F6A2,🚢,ship,"သင်္ဘော, ကူးတို့သင်္ဘော, မော်တော်ဘုတ်, ရေကြောင်းခရီး, အပျော်စီးသင်္ဘော, လေယာဉ်ပျံ, ရထား, ဘူတာရုံ, လေဆိပ်, သင်္ဘောဆိပ်"
2708-FE0F,✈️,airplane,"လေယာဉ်, လေယာဉ်ပျံ, အပြည်ပြည်ဆိုင်ရာလေဆိပ်, ခရီးစဉ်, လေကြောင်း, ကွင်းဆင်း, လေဆိပ်, ခရီးသွား, ပျံသန်း, ဝေဟင်လမ်း"
1F6E9-FE0F,🛩️,small airplane,"လေယာဉ်ပျံ, လေယာဉ်, ပန်ကာလေယာဉ်, အသေးစားလေယာဉ်, လေကြောင်းခရီး, လေယာဉ်ကွင်း, လေဆိပ်, တိုက်လေယာဉ်, ခရီးသည်တင်လေယာဉ်, လေထု"
1F6EB,🛫,airplane departure,"လေယာဉ်ထွက်ခွာ, လေယာဉ်တက်, လေယာဉ်ပျံ, ခရီးစတင်, အဝေးသွား, လေဆိပ်, ခရီးသွားခြင်း, ပျံသန်းခြင်း, ပြည်ပထွက်ခွာ, လေကြောင်းလိုင်း"
1F6EC,🛬,airplane arrival,"လေယာဉ်ဆိုက်တယ်, လေယာဉ်ဆိုက်ရောက်, ဆိုက်ရောက်, ပြည်တွင်းဆိုက်ရောက်, ပြည်ပဆိုက်ရောက်, လေယာဉ်ဆင်းသက်သည်, လေယာဉ်ဆင်းတယ်, လေယာဉ်ဆင်းခြင်း, ဆိုက်ရောက်လေယာဉ်, ဆိုက်ရောက်မည့်အချိန်"
1FA82,🪂,parachute,"လေထီး, လေထီးခုန်, လေထီးစစ်သည်, ကောင်းကင်မှခုန်ချ, လေထီးခုန်အားကစား, လေထီးအိတ်, လေထီးကြိုး, ကောင်းကင်ခုန်ချခြင်း, လေထီးပျံ, လေထီးသမား"
1F4BA,💺,seat,"ထိုင်ခုံ, အနားယူ, ခရီးသွား, လေယာဉ်စီး, ကားစီး, ထိုင်ရန်, နေရာ, ခုံ, ယာဉ်, ခရီးသွားလာရေး"
1F681,🚁,helicopter,"ဟယ်လီကော်ပတာ, ရဟတ်ယာဉ်, ဝဲပျံယာဉ်, လေယာဉ်ဘီလူး, ဟယ်လီ, လေသူရဲ, တိုက်ခိုက်ရေးရဟတ်ယာဉ်, ကယ်ဆယ်ရေး, လေတပ်, လေကြောင်းခရီးစဉ်"
1F69F,🚟,suspension railway,"ဆွဲငင်ရထား, မိုးပျံရထား, ဝမ်ပါတလ် မိုးပျံရထား, ကောင်းကင်ရထား, လျှပ်စစ်မိုးပျံရထား, တောင်ပေါ်ရထား, ရထားလမ်း, ခရီးသွားလာရေး, လျှပ်စစ်ရထား, သယ်ယူပို့ဆောင်ရေး"
1F6A0,🚠,mountain cableway,"တောင်တက်ကေဘယ်ကား, ကေဘယ်ကား, ကြိုးဆွဲရထား, ကျိုက်ထီးရိုးကေဘယ်ကား, တောင်တက်ယာဉ်, တောင်ပေါ်ကေဘယ်ကား, ကြိုးတံတားယာဉ်, ဝေဟင်ခရီးသည်တင်ယာဉ်, တွဲဆွဲရထား, အမြင့်ပျံကေဘယ်ကား"
1F6A1,🚡,aerial tramway,"ကေဘယ်ကား, လေကြိုးရထား, တောင်တက်ကေဘယ်ကား, ဝေဟင်ခရီးစဉ်, အပန်းဖြေခရီး, ကေဘယ်လ်ဂွန်ဒိုလာ, ဂျင်ကြိုးရထား, ကြိုးဆွဲရထား, ဝေဟင်ခရီးသွားလာရေး, တောင်တက်ယာဉ်"
1F6F0-FE0F,🛰️,satellite,"ဂြိုဟ်တု, ဆက်သွယ်ရေးဂြိုဟ်တု, အာကာသယာဉ်, မိုးလေဝသတိုင်းတာ, လိုင်းဖမ်းစက်, အာကာသစခန်း, ဂြိုဟ်တုမြေပုံ, ဒုံးပျံ, လေလိုင်းဖမ်းစက်, အချက်ပြလွှင့်ထုတ်စနစ်"
1F680,🚀,rocket,"ဒုံးပျံ, အာကာသယာဉ်, အရှိန်အဟုန်ဖြင့်တိုးတက်, အောင်မြင်မှု, ရည်မှန်းချက်ကြီး, အာကာသ, ကောင်းကင်ယံ, စူးစမ်းလေ့လာခြင်း, ခရီးသွားခြင်း, နည်းပညာသစ်"
1F6F8,🛸,flying saucer,"ပျံသန်းနေသော ပန်းကန်ပြား, ဂြိုဟ်သားယာဉ်, ယူအက်ဖ်အို, အာကာသယာဉ်, ထူးဆန်းသော အရာဝတ္ထု, အာကာသယာဉ်မှူး, ဂြိုဟ်သား, ပန်းကန်ပြားပျံ, အာကာသဟင်းလင်းပြင်, ကြယ်စုတန်း"
1F6CE-FE0F,🛎️,bellhop bell,"ဟိုတယ်လူကြိုဘဲလ်, လူခေါ်ခေါင်းလောင်း, အချက်ပေးခေါင်းလောင်း, ဝန်ဆောင်မှုခေါ်, ခရီးဆောင်အိတ်ကူသယ်သူ, မင်းကွန်းခေါင်းလောင်း, ဓမ္မစေတီခေါင်းလောင်း, ဘုရားခေါင်းလောင်း, ကြေးသွန်းခေါင်းလောင်း, အောင်ခေါင်းလောင်း"
1F9F3,🧳,luggage,"ခရီးဆောင်အိတ်, ဝန်စည်စလယ်, အထုပ်အပိုး, လက်ဂေ့ဂျ်, ဘက်ဂေ့ဂျ်, ခရီးဆောင်သေတ္တာ, လက်ဆွဲအိတ်, ခရီးသွားအိတ်, ပစ္စည်းပစ္စယ, အထုပ်အပိုးများ"
231B,⌛,hourglass done,"နာရီဖန်သီး, အချိန်ကုန်ပြီ, အချိန်စေ့ပြီ, အချိန်ကုန်ဆုံး, အချိန်မှတ်နာရီ, သဲနာရီ, အချိန်တိုင်းကိရိယာ, အချိန်ပြေးနေသည်, အချိန်စောင့်ဆိုင်းခြင်း, အချိန်မှတ်သားချက်"
23F3,⏳,hourglass not done,"အချိန်ကုန်တော့မည်, အချိန်မရှိတော့ပါ, အချိန်စောင့်ဆိုင်း, မပြီးဆုံးသေး, နောက်ဆုံးအချိန်, သဲနာရီ, အချိန်တိုင်းကိရိယာ, စောင့်ဆိုင်းနေဆဲ, အချိန်မှတ်စက်, အချိန်ယူရန်"
231A,⌚,watch,"နာရီ, လက်ပတ်နာရီ, အချိန်, မိနစ်, စက္ကန့်, လက်ပတ်, ဒိုင်ခွက်, နှိုးစက်, နာရီလက်တံ, တိုင်းတာသည်"
23F0,⏰,alarm clock,"နှိုးစက်, နာရီ, အချိန်, နှိုးစက်နာရီ, မနက်ခင်း, မိနစ်, စက္ကန့်, နာရီဝက်, နေ့လယ်, ညနေ"
23F1-FE0F,⏱️,stopwatch,"စတော့ဝပ်, အချိန်မှတ်နာရီ, အချိန်တိုင်းကိရိယာ, စက္ကန့်မှတ်နာရီ, အချိန်မှတ်, နာရီ, မိနစ်, စက္ကန့်, အချိန်ပြောင်းလဲမှု, တိုင်မာ"
23F2-FE0F,⏲️,timer clock,"နာရီ, အချိန်, အချိန်မှတ်နာရီ, စက္ကန့်မှတ်နာရီ, အချိန်တိုင်းစက်, မိနစ်, နာရီဝက်, အချိန်ဇယား, ချိန်းဆိုချက်, တစ်နာရီကြာ"
1F570-FE0F,🕰️,mantelpiece clock,"နာရီ, ရှေးဟောင်းနာရီ, အချိန်, အချိန်ရှိခိုက်လုံ့လစိုက်, အချိန်သည်ရွှေ, နာရီလက်တံ, မိနစ်, စက္ကန့်, နှိုးစက်နာရီ, နံရံကပ်နာရီ"
1F55B,🕛,twelve o’clock,"၁၂ နာရီ, ဆယ့်နှစ်နာရီ, ၁၂ နာရီထိုး, မွန်းတည့်, သန်းခေါင်, ၁၂ နာရီထိုးပြီ, မွန်းတည့်ချိန်, သန်းခေါင်ယံ, အချိန်, နာရီဝက်"
1F567,🕧,twelve-thirty,"ဆယ့်နှစ်နာရီခွဲ, တစ်ဆယ့်နှစ်နာရီခွဲ, ၁၂:၃၀, နာရီဝက်, မွန်းတည့်ဆယ့်နှစ်နာရီခွဲ, မွန်းတည့် ၁၂:၃၀, နေ့လယ် ၁၂:၃၀, ၁၂ နာရီ ၃၀ မိနစ်, တစ်ဆယ့်နှစ်နာရီ သုံးဆယ်, နေ့လယ်စာစားချိန်"
1F550,🕐,one o’clock,"၁ နာရီ, တစ်နာရီ, တစ်နာရီထိုး, အချိန်, နာရီ, မိနစ်, စက္ကန့်, မနက်, ညနေ, အချိန်နာရီ"
1F55C,🕜,one-thirty,"တစ်နာရီခွဲ, တစ်နာရီသုံးဆယ်, နေ့လယ်တစ်နာရီခွဲ, ညတစ်နာရီခွဲ, အချိန်, တစ်နာရီခွဲတိတိ, မွန်းလွဲတစ်နာရီခွဲ, နံနက်တစ်နာရီခွဲ, ၁:၃၀, တစ်နာရီနှင့် မိနစ်သုံးဆယ်"
1F551,🕑,two o’clock,"နာရီ, နှစ်နာရီ, အချိန်, နာရီနှစ်နာရီတိတိ, မွန်းလွဲနှစ်နာရီ, မိနစ်, စက္ကန့်, မနက်, ညနေ, နေ့လယ်"
1F55D,🕝,two-thirty,"နှစ်နာရီခွဲ, ၂ နာရီခွဲ, အချိန်, နာရီ, နေ့လည် နှစ်နာရီခွဲ, နှစ်၊ မိနစ်၊ စက္ကန့်၊ မွန်းလွဲ၊ နေ့ခင်းညနေ"
1F552,🕒,three o’clock,"၃ နာရီ, ၃ နာရီထိုးပြီ, နေ့သုံးချက်တီး, ညသုံးချက်တီး, မွန်းလွဲပိုင်း, ၃ နာရီတိတိ, မွန်းလွဲ ၃ နာရီ, ညဦးပိုင်း, အချိန်, နာရီပြန်သီး"
1F55E,🕞,three-thirty,"သုံးနာရီခွဲ, ၃ နာရီ ၃၀, မွန်းလွဲ ၃ နာရီခွဲ, ညနေ ၃ နာရီခွဲ, အချိန်, ညနေ ၃ ခွဲ, မွန်းလွဲ ၃ နာရီ ၃၀, ၃:၃၀ နာရီ, ၃:၃၀ မိနစ်, နေ့ခင်း ၃ နာရီခွဲ"
1F553,🕓,four o’clock,"လေးနာရီ, ၄ နာရီ, အချိန်, အချိန်နာရီ, လေးနာရီထိုးပြီ, လေးနာရီပွင့်, ညနေပွင့်ပန်း, မြေဇူ, မြေဇူးပန်း, လေးနာရီပန်း"
1F55F,🕟,four-thirty,"လေးနာရီခွဲ, ၄ နာရီ ၃၀, လေးနာရီမိနစ်သုံးဆယ်, ညနေလေးနာရီခွဲ, မနက်လေးနာရီခွဲ, ၄:၃၀, လေးနာရီသုံးဆယ်, ၄:၃၀ နာရီ, လေးနာရီနှင့်မိနစ်သုံးဆယ်, ၄ နာရီခွဲ"
1F554,🕔,five o’clock,"ငါးနာရီ, ငါးနာရီထိုးပြီ, ညနေငါးနာရီ, မနက်ငါးနာရီ, အချိန်, မိနစ်, စက္ကန့်, နေ့လယ်, ည, နာရီဝက်"
1F560,🕠,five-thirty,"ငါးနာရီခွဲ, သုံးနာရီခွဲ, အချိန်, ညနေ, ညနေစောင်း, နာရီ, မိနစ်, မွန်းလွဲ, ည, အချိန်ဇယား"
1F555,🕕,six o’clock,"ခြောက်နာရီ, ညနေခြောက်နာရီ, မနက်ခြောက်နာရီ, အချိန်, နာရီ, မိနစ်, စက္ကန့်, နာရီဝက်, မနက်ခင်း, ညပိုင်း"
1F561,🕡,six-thirty,"ခြောက်နာရီခွဲ, ခြောက်နာရီမိနစ်သုံးဆယ်, ၆:၃၀, ညနေခြောက်နာရီခွဲ, မနက်ခြောက်နာရီခွဲ, ၆ နာရီ ၃၀ မိနစ်, ခြောက်နာရီခွဲတိတိ, ညနေ ၆:၃၀, မနက် ၆:၃၀, ၆:၃၀ နာရီ"
1F556,🕖,seven o’clock,"ခုနှစ်နာရီ, ၇ နာရီ, ခုနှစ်နာရီထိုး, မနက် ၇ နာရီ, ညနေ ၇ နာရီ, ည ၇ နာရီ, ခုနှစ်နာရီတိတိ, ခုနစ်နာရီ, ညခုနစ်နာရီ, နံနက် ၇ နာရီ"
1F562,🕢,seven-thirty,"ခုနစ်နာရီခွဲ, ၇ နာရီ ၃၀, ညစာစားချိန်, အချိန်, နာရီ, ညနေပိုင်း, နာရီဝက်, မိုးချုပ်, အချိန်မှတ်, ခုနစ်နာရီခွဲပြီ"
1F557,🕗,eight o’clock,"ရှစ်နာရီ, ၈ နာရီ, မနက်ရှစ်နာရီ, ညရှစ်နာရီ, နာရီပြန်ရှစ်ချက်တီး, ရှစ်နာရီထိုး, ညနေရှစ်နာရီ, ရှစ်နာရီတိတိ, ရှစ်နာရီဝန်းကျင်, ရှစ်နာရီခွဲ"
1F563,🕣,eight-thirty,"ရှစ်နာရီခွဲ, ညရှစ်နာရီခွဲ, ရှစ်နာရီသုံးဆယ်, ၈ နာရီခွဲ, ၈:၃၀, ည ၈:၃၀, ရှစ်နာရီခွဲတိတိ, ညရှစ်နာရီခွဲအချိန်, ည ၈ နာရီ ၃၀ မိနစ်, ညဦးပိုင်း ရှစ်နာရီခွဲ"
1F558,🕘,nine o’clock,"ကိုးနာရီ, ၉ နာရီ, ၉ နာရီထိုးပြီ, ကိုးနာရီတိတိ, မနက်ကိုးနာရီ, ၉ နာရီတိတိ, မနက် ၉ နာရီ, ည ၉ နာရီ, ကိုးနာရီထိုး, ညကိုးနာရီ"
1F564,🕤,nine-thirty,"ကိုးနာရီခွဲ, ကိုးနာရီမိနစ်သုံးဆယ်, အချိန်, နာရီ, ညအိပ်ရာဝင်ချိန်, ကိုးနာရီ၊ ကိုးနာရီတိတိ၊ မနက်ခင်း၊ ညပိုင်း၊ အချိန်နာရီ"
1F559,🕙,ten o’clock,"၁၀ နာရီ, ဆယ်နာရီ, မနက် ၁၀ နာရီ, ည ၁၀ နာရီ, ၁၀ နာရီထိုးပြီ, ၁၀ နာရီတိတိ, ၁၀ နာရီခွဲ, မနက် ၁၀ နာရီထိုး, ည ၁၀ နာရီခွဲ, ဆယ်နာရီတိတိ"
1F565,🕥,ten-thirty,"ဆယ်နာရီခွဲ, ၁၀ နာရီခွဲ, မနက်ဆယ်နာရီခွဲ, ညဆယ်နာရီခွဲ, အချိန်, ၁၀ နာရီ ၃၀ မိနစ်, မနက် ၁၀ နာရီခွဲ, ည ၁၀ နာရီခွဲ, နာရီ, ဆယ်နာရီခွဲပြီ"
1F55A,🕚,eleven o’clock,"ဆယ့်တစ်နာရီ, ၁၁ နာရီ, ဆယ့်တစ်နာရီထိုးပြီ, မနက်ဆယ့်တစ်နာရီ, ညဆယ့်တစ်နာရီ, တစ်ဆယ့်တစ်နာရီ, ၁၁:၀၀, နာရီပြန်တစ်ဆယ်, နာရီ, အချိန်"
1F566,🕦,eleven-thirty,"ဆယ့်တစ်နာရီခွဲ, ၁၁ နာရီခွဲ, နာရီ, အချိန်, ညဉ့်နက်သန်းခေါင်, နေ့လယ်, ညဉ့်, ဆယ့်နှစ်နာရီခွဲမတ်တင်း, ဆယ့်တစ်နာရီခွဲတိတိ, ဗဟိုရ်စည်သံ"
1F311,🌑,new moon,"လကွယ်, လကွယ်နေ့, လဆုတ်ပိတ်ရက်, လဆန်းစ, အမှောင်ထု, လကွယ်နေ့, လပြည့်, လပြည့်နေ့, ရက်မစုံလ, လကွယ်ညှို့"
1F312,🌒,waxing crescent moon,"လဆန်းပိုင်း, လဆန်းစ, လခြမ်း, လခြမ်းပုံ, လဆန်း ၁ ရက်, လဆန်း၊ လဆန်းပိုင်းရက်များ၊ လဆန်းစန္ဒာ၊ လဆန်းစလ၊ လထွက်စရက်များ"
1F313,🌓,first quarter moon,"လဆန်း ၈ ရက်, လဆုတ် ၈ ရက်, လဝက်, လဆန်းပိုင်း, လဆုတ်ပိုင်း, လခြမ်း, လဆန်းစ, တက်ကြွမှု, ဆုံးဖြတ်ချက်, အားထုတ်မှု"
1F314,🌔,waxing gibbous moon,"လဆန်းပိုင်း, လပြည့်ခါနီးလ, အလင်းများသောလ, ရှေ့တိုး, ပြုပြင်မွမ်းမံ, လပြည့်နီးပြီ, လဆန်းပိုင်းရက်များ, အလင်းဘက်သို့, တစ်ခြမ်းကျော်လ, တိုးတက်ခြင်း"
1F315,🌕,full moon,"လပြည့်ည, လမင်းကြီး, သာယာသောည, လပြည့်နေ့, အလင်းတိုင်ပွဲ, လပြည့်, လဆန်း, လဆုတ်, လကွယ်, မီးထွန်းပွဲတော်"
1F316,🌖,waning gibbous moon,"လဆုတ်လ, လဆုတ်ကျော်, လဆုတ်ပိုင်း, လဆုတ်လခြမ်း, လဆုတ်ရက်, လကွယ်, လပြည့်နေ့, လဆန်း, လကွယ်ရက်, လဆုတ်ခြင်း"
1F317,🌗,last quarter moon,"လဆုတ်ရှစ်ရက်, လဆုတ်ပိုင်း, လကွယ်ရန်အနီး, လဆုတ်လ, တစ်ခြမ်းလ, လဆုတ်ခြမ်း, လဝက်, လတစ်ခြမ်း, လအပိုင်, လမင်းတစ်ခြမ်း"
1F318,🌘,waning crescent moon,"လဆုတ်လမင်း, လကွယ်ခါနီးလ, လဆုတ်ပိုင်း, အမှောင်ဖုံးခါနီးလ, လဆုတ် ၁၂ ရက် ၁၃ ရက်ဝန်းကျင်, အနားယူခြင်း, ပြန်လည်ဆန်းသစ်ခြင်း, စွန့်လွှတ်ခြင်း, ဝိညာဉ်ရေးရာဆင်ခြင်ခြင်း, အဆုံးသတ်ကာလ"
1F319,🌙,crescent moon,"လ, လဆန်း, လဆုတ်, လကွယ်, အဖိတ်နေ့, လပြည့်, လပြည့်နေ့, လဝန်း, လခြမ်း, ကောင်းကင်ယံ"
1F31A,🌚,new moon face,"လကွယ်, လကွယ်နေ့, လ မျက်နှာ, အကွက်ချ, ပလေး, မဲ့ပြုံး, ဂရုမစိုက်, မျက်နှာသေ, လဆန်းပိုင်း, လမင်း, ညဥ့်နက်သန်းခေါင်, အမှောင်ထု"
1F31B,🌛,first quarter moon face,"လဆန်းပိုင်း, လမျက်နှာ, လမင်း, လဆန်း ၇ ရက်, လဆန်း ၈ ရက်, လဆန်း ၉ ရက်, လဆန်း ၁၀ ရက်, လဆန်း ၁၁ ရက်, လဆန်း ၁၂ ရက်, လဆန်း ၁၃ ရက်"
1F31C,🌜,last quarter moon face,"လမင်း, လဆုတ်လ, လဆုတ်ကျော်, လမျက်နှာ, လမင်းကြီး, လခြမ်း, လကွယ်ခါနီး, ညဉ့်နက်ပိုင်း, လရောင်, ကောင်းကင်ယံ"
